Timestamp,نام؟  (می توانید نام مستعار بگذارید الزامی به اسم واقعی نیست),سن؟,جنسیت؟,تعداد اعضای خانوار؟ (تعداد عضوی از خانواده که با هم در یک خانه زندگی میکنید),وضعیت تاهل؟,سطح تحصیلات؟,شغل؟,میانگین درآمد ماهیانه خانواده؟,تعداد اتومبیل های خانواده؟,آیا خودتان گواهی نامه رانندگی دارید؟,1- به جز خودتان،چند نفر در خانواده تان گواهی رانندگی دارند؟,2- چه مدل خودروهایی اغلب اوقات می رانید یا تمایل دارید؟,3- خودتان خودروی شخصی دارید؟,آیا قصد خرید خودرو در یکسال آینده را دارید(خرید به علت نیاز به اتومبیل نه  سرمایه گذاری)؟,4- چه مقدار معمولا سوار اتومبیل یا تاکسی می شوید؟,5- چه مقدار معمولا از وسایل نقلیه عمومی مانند اتوبوس و مترو برای انجام امور روزانه استفاده می‌کنید؟,6- چه مقدار معمولا از دوچرخه شخصی برای انجام امور روزانه استفاده می کنید؟,7- چه مقدار معمولا از دوچرخه عمومی یا اشتراکی شهرداری برای انجام امور روزانه استفاده می‌کنید؟,8- روزانه به طور متوسط چند کیلومتر سوار خودرو شخصی یا وسایل نقلیه عمومی می‌شوید؟,9- ترجیح می‌دهید تا مقصد مورد نظرتان خودتان رانندگی کنید؟,10- با روش اشتراک گذاری خودرو (Car sharing) چه مقدار آشنایی داشتید؟ (قبل از خواندن توضیح),11- بعد از خواندن توضیحات اشتراک‌گذاری خودرو، ‌چه مقدار علاقه‌مند به استفاده از این روش هستید؟ ,12- روش اشتراک گذاری خودرو در کاهش آلودگی محیط زیست موثر است. چه مقدار مسایل محیط‌زیستی برای شما اهمیت دارد و حاضر هستید برای آن هزینه بیشتری بپردازید‌، زیرا خودروهای کم مصرف و برقی ممکن است کرایه بالاتری داشته باشند؟ ,13- آیا وقتی سیستم اشتراک گذاری خودرو اجرایی شد، تمایل دارید خودروی شخصی خود را بفروشید؟,14- آیا تمایل دارید خودروی خود را در سرویس‌های اشتراک‌گذاری خودرو قرار دهید و کسب درآمد کنید؟  ,در سوال 14 اگر جوابتان خیر است دلیلش را مختصرا توضیح دهید,15- در صورت استفاده از روش کارشیرینگ، ترجیح می‌دهید هزینه عضویت سالیانه پرداخت کنید(مثلا حدود 200 هزار تومان) و در استفاده‌های روزانه تخفیف بگیرید یا بدون حق عضویت، هزینه هر سفر را پرداخت کنید؟(فرض کنید تخفیف برای هرسفر 25% قیمت عادی باشد),16- کدام روش محاسبه کرایه خودرو را ترجیح می‌دهید؟  ,بیشترین هزینه‌ای که برای کرایه ساعتی حاضر به پرداخت هستید، چقدر است؟,بیشترین هزینه‌ای که برای کرایه بر اساس 10 کیلومتر مسافت طی شده، حاضر به پرداخت هستید، چقدر است؟,17- کدام روش رزرو کردن خودرو را ترجیح می‌دهید؟,18- حداکثر چه زمانی تحمل برای در دسترس شدن خودرو در مکان های مشخص شده  دارید؟,19- حداکثر مسافتی که برای رسیدن به خودرو حاضر هستید پیاده روی کنید چقدر است؟,20- اگر فاصله خودرو بیشتر از این مقادیر بود ترجیح می‌دهید چگونه تا خودروی رزروی بروید؟,21- بیشترین نگرانی های شما در استفاده از خودروی اشتراکی چیست؟(چند گزینه قابل انتخاب است),در سوال قبلی اگر پاسختان در گزینه ها نیست، آن را بنویسید ,اگردر قسمت قبلی جوابتان (بله) است. فرض کنید سیستم اشتراک گذاری خودرو به درستی اجرایی شود،آیا ممکن است از خرید خودروی جدید منصرف شوید؟,,22- اگر در مقصدتان جای پارک خودرو نباشد یا به سختی پیدا شود ، چه مقدار تمایل به استفاده از خودروی شخصی برای رفتن به آن مقصد دارید؟,ممنون از کمک بزرگی که به انجام این پروژه کردین
12/3/2018 23:20:48,Babak,18-25,مرد,4 نفر,مجرد,لیسانس,دانشجو,بین 3 تا 6ملیون تومان,2,بله,3,هاچ بک,خیر,بله,اکثر روزها,یکبار یا دوبار در هفته,یکبار یا دوبار در هفته,سوار نمی شوم,بین 10 تا 20,بله,اصلا آشنایی نداشتم,متوسط,زیاد,خیر,خیر,,هزینه هر سفر بدون تخفیف,بر اساس مسافت(کیلومتر طی شده),زیر 15 هزار تومان,زیر 15 هزار تومان,از طریق اپلیکیشن گوشی همراه,حدود 10 دقیقه,حدود 500 متر,کنسل می‌کنم,بالا بودن هزینه کرایه,,خیر,,متوسط( ترجیح می دهم با اتومبیل شخصی بروم),
12/3/2018 23:21:38,حامو,بالای 45,مرد,3 نفر,متاهل,دکتری,شاغل پاره وقت,بین 6 تا 15 ملیون تومان,1,بله,0,سدان,بله,خیر,اکثر روزها,سوار نمی شوم,دوچرخه ندارم,سوار نمی شوم,بین 10 تا 20,بله,تا حدودی آشنایی داشتم,زیاد,زیاد,خیر,خیر,نیازبه کسب  درآمد نیستم,هزینه هر سفر بدون تخفیف,براساس ترکیب زمان و مسافت,حدود 30 هزار تومان,زیر 15 هزار تومان,از طریق اپلیکیشن گوشی همراه,حدود 15 دقیقه,حدود 500 متر,تاکسی,تحویل گرفتن خودرو مشکل‌دار و مقصر دانستن شما,,بله,,زیاد (در هر صورت با خودروی شخصی ام میروم و در نزدیکترین مکان پارک می کنم),
12/3/2018 23:30:59,طاقار,18-25,مرد,4 نفر,مجرد,لیسانس,دانشجو,بین 3 تا 6ملیون تومان,2,بله,2,سدان,بله,بله,سه تا چهار بار در هفته,اکثر روزها,به ندرت (ماهی یک یا دو بار),سوار نمی شوم,بین 10 تا 20,بله,تا حدودی آشنایی داشتم,کم,متوسط,خیر,خیر,,هزینه هر سفر بدون تخفیف,بر اساس زمان(ساعت),زیر 15 هزار تومان,زیر 15 هزار تومان,از طریق اپلیکیشن گوشی همراه,حدود 15 دقیقه,حدود 1 کیلومتر,وسایل حمل و نقل همگانی ماندد اتوبوس و مترو,"بالا بودن هزینه کرایه, تحویل گرفتن خودرو مشکل‌دار و مقصر دانستن شما, تصادف, مسائل بهداشتی",,خیر,,کم (از وسایل نقلیه عمومی مانند مترو و اتوبوس و یا تاکسی استفاده می کنم),
12/3/2018 23:37:51,Vahid ,35-45,مرد,4 نفر,متاهل,لیسانس,شاغل تمام وقت,بالاتر از 15 ملیون تومان,2,بله,1,شاسی بلند,بله,بله,اکثر روزها,سوار نمی شوم,دوچرخه ندارم,سوار نمی شوم,بین 20 تا 30,خیر,کاملا آشنایی داشتم,متوسط,خیلی زیاد,بله,خیر,خودرو شخصى داريد ميگيد ,هزینه عضویت سالیانه و تخفیف برای هر سفر,بر اساس مسافت(کیلومتر طی شده),حدود 30 هزار تومان,زیر 15 هزار تومان,از طریق اپلیکیشن گوشی همراه,حدود 10 دقیقه,حدود 500 متر,پیاده روی,تحویل گرفتن خودرو مشکل‌دار و مقصر دانستن شما,,بله,,متوسط( ترجیح می دهم با اتومبیل شخصی بروم),
12/3/2018 23:38:12,Vahid ,35-45,مرد,4 نفر,متاهل,لیسانس,شاغل تمام وقت,بالاتر از 15 ملیون تومان,2,بله,1,شاسی بلند,بله,بله,اکثر روزها,سوار نمی شوم,دوچرخه ندارم,سوار نمی شوم,بین 20 تا 30,خیر,کاملا آشنایی داشتم,متوسط,خیلی زیاد,بله,خیر,خودرو شخصى داريد ميگيد ,هزینه عضویت سالیانه و تخفیف برای هر سفر,بر اساس مسافت(کیلومتر طی شده),حدود 30 هزار تومان,زیر 15 هزار تومان,از طریق اپلیکیشن گوشی همراه,حدود 10 دقیقه,حدود 500 متر,پیاده روی,تحویل گرفتن خودرو مشکل‌دار و مقصر دانستن شما,,بله,,متوسط( ترجیح می دهم با اتومبیل شخصی بروم),
12/3/2018 23:42:45,Yaser,18-25,مرد,3 نفر,مجرد,لیسانس,دانشجو,بین 1.5 تا 3 ملیون تومان,1,بله,1,هاچ بک,خیر,بله,یکبار یا دوبار در هفته,اکثر روزها,به ندرت (ماهی یک یا دو بار),سوار نمی شوم,بین 10 تا 20,خیر,اصلا آشنایی نداشتم,زیاد,کم,خیر,خیر,ترس از خسارت,هزینه عضویت سالیانه و تخفیف برای هر سفر,بر اساس مسافت(کیلومتر طی شده),زیر 15 هزار تومان,زیر 15 هزار تومان,از طریق اپلیکیشن گوشی همراه,حدود 10 دقیقه,حدود 500 متر,کنسل می‌کنم,"بالا بودن هزینه کرایه, تحویل گرفتن خودرو مشکل‌دار و مقصر دانستن شما",,بله,,متوسط( ترجیح می دهم با اتومبیل شخصی بروم),
12/3/2018 23:51:29,Aboojafar,18-25,مرد,5 نفر و بیشتر,مجرد,لیسانس,بیکار,بین 3 تا 6ملیون تومان,0,بله,1,دیگر,خیر,بله,یکبار یا دوبار در هفته,سه تا چهار بار در هفته,دوچرخه ندارم,سوار نمی شوم,بین 10 تا 20,خیر,تا حدودی آشنایی داشتم,زیاد,زیاد,خیر,خیر,خراب میشه,هزینه هر سفر بدون تخفیف,بر اساس زمان(ساعت),حدود 30 هزار تومان,زیر 15 هزار تومان,از طریق اپلیکیشن گوشی همراه,حدود 10 دقیقه,حدود 1 کیلومتر,وسایل حمل و نقل همگانی ماندد اتوبوس و مترو,تصادف,,خیر,,کم (از وسایل نقلیه عمومی مانند مترو و اتوبوس و یا تاکسی استفاده می کنم),
12/4/2018 0:02:34,محمد,35-45,مرد,3 نفر,متاهل,فوق لیسانس,موارد دیگر,بین 3 تا 6ملیون تومان,1,بله,1,سدان,بله,بله,اکثر روزها,به ندرت (ماهی یک یا دو بار),یکبار یا دوبار در هفته,سوار نمی شوم,بین 20 تا 30,بله,تا حدودی آشنایی داشتم,کم,کم,خیر,خیر,,هزینه عضویت سالیانه و تخفیف برای هر سفر,براساس ترکیب زمان و مسافت,زیر 15 هزار تومان,زیر 15 هزار تومان,از طریق اپلیکیشن گوشی همراه,5 دقیقه و کمتر,کمتر از 200 متر,پیاده روی,مسائل بهداشتی,,خیر,,زیاد (در هر صورت با خودروی شخصی ام میروم و در نزدیکترین مکان پارک می کنم),
12/4/2018 0:10:55,Dana,25-35,زن,3 نفر,مجرد,فوق لیسانس,موارد دیگر,بین 6 تا 15 ملیون تومان,3,بله,2,هاچ بک,بله,بله,اکثر روزها,به ندرت (ماهی یک یا دو بار),دوچرخه ندارم,سوار نمی شوم,بین 40 تا 50,خیر,کاملا آشنایی داشتم,خیلی زیاد,زیاد,خیر,بله,,هزینه عضویت سالیانه و تخفیف برای هر سفر,براساس ترکیب زمان و مسافت,زیر 15 هزار تومان,زیر 15 هزار تومان,از طریق اپلیکیشن گوشی همراه,حدود 10 دقیقه,حدود 500 متر,تاکسی,"تحویل گرفتن خودرو مشکل‌دار و مقصر دانستن شما, دور بودن خودروهای در دسترس",,بله,,زیاد (در هر صورت با خودروی شخصی ام میروم و در نزدیکترین مکان پارک می کنم),
12/4/2018 0:30:09,Farhad,18-25,مرد,2 نفر,مجرد,دیپلم,بیکار,بین 1.5 تا 3 ملیون تومان,2,بله,2,هاچ بک,بله,خیر,اکثر روزها,سوار نمی شوم,دوچرخه ندارم,سوار نمی شوم,بین 20 تا 30,بله,اصلا آشنایی نداشتم,کم,متوسط,خیر,خیر,,هزینه عضویت سالیانه و تخفیف برای هر سفر,بر اساس مسافت(کیلومتر طی شده),زیر 15 هزار تومان,حدود 30 هزار تومان,از طریق تلفن,حدود 20 دقیقه,بیشتر از 2 کیلومتر,وسایل حمل و نقل همگانی ماندد اتوبوس و مترو,بالا بودن هزینه کرایه,,خیر,,متوسط( ترجیح می دهم با اتومبیل شخصی بروم),
12/4/2018 1:00:14,Kiumarsr,25-35,مرد,4 نفر,مجرد,لیسانس,شاغل پاره وقت,بین 1.5 تا 3 ملیون تومان,1,بله,2,هاچ بک,خیر,بله,سوار نمی شوم یا به ندرت استفاده می کنم,به ندرت (ماهی یک یا دو بار),به ندرت (ماهی یک یا دو بار),سوار نمی شوم,کمتر از 10,بله,اصلا آشنایی نداشتم,زیاد,زیاد,خیر,خیر,وسیله شخصیست و برای مواقع ضروری خودم,هزینه هر سفر بدون تخفیف,براساس ترکیب زمان و مسافت,زیر 15 هزار تومان,زیر 15 هزار تومان,از طریق اپلیکیشن گوشی همراه,5 دقیقه و کمتر,کمتر از 200 متر,پیاده روی,"بالا بودن هزینه کرایه, تحویل گرفتن خودرو مشکل‌دار و مقصر دانستن شما, مسائل بهداشتی",,خیر,,متوسط( ترجیح می دهم با اتومبیل شخصی بروم),
12/4/2018 1:30:50,مهسا,25-35,زن,2 نفر,متاهل,فوق لیسانس,خانه دار,بین 1.5 تا 3 ملیون تومان,1,بله,1,سدان,خیر,خیر,سوار نمی شوم یا به ندرت استفاده می کنم,سوار نمی شوم,دوچرخه ندارم,سوار نمی شوم,کمتر از 10,خیر,تا حدودی آشنایی داشتم,متوسط,متوسط,بله,خیر,,هزینه عضویت سالیانه و تخفیف برای هر سفر,براساس ترکیب زمان و مسافت,حدود 30 هزار تومان,زیر 15 هزار تومان,از طریق تلفن,حدود 15 دقیقه,حدود 500 متر,وسایل حمل و نقل همگانی ماندد اتوبوس و مترو,دور بودن خودروهای در دسترس,,,,کم (از وسایل نقلیه عمومی مانند مترو و اتوبوس و یا تاکسی استفاده می کنم),
12/4/2018 7:49:48,مرضیه,25-35,زن,5 نفر و بیشتر,مجرد,فوق لیسانس,شاغل پاره وقت,کمتر از 1.5 ملیون تومان,2,بله,4 وبیشتر,هاچ بک,خیر,خیر,سوار نمی شوم یا به ندرت استفاده می کنم,سه تا چهار بار در هفته,دوچرخه ندارم,سوار نمی شوم,بین 20 تا 30,خیر,اصلا آشنایی نداشتم,متوسط,خیلی زیاد,خیر,خیر,اعتماد ندارم,هزینه عضویت سالیانه و تخفیف برای هر سفر,براساس ترکیب زمان و مسافت,زیر 15 هزار تومان,زیر 15 هزار تومان,از طریق اپلیکیشن گوشی همراه,حدود 10 دقیقه,کمتر از 200 متر,پیاده روی,تصادف,,بله,,کم (از وسایل نقلیه عمومی مانند مترو و اتوبوس و یا تاکسی استفاده می کنم),
12/4/2018 7:56:31,میلاد,25-35,مرد,تنها زندگی میکنم,مجرد,فوق لیسانس,شاغل تمام وقت,بین 6 تا 15 ملیون تومان,3,بله,4 وبیشتر,سدان,بله,خیر,سه تا چهار بار در هفته,سوار نمی شوم,دوچرخه ندارم,سوار نمی شوم,بین 10 تا 20,بله,اصلا آشنایی نداشتم,زیاد,متوسط,خیر,خیر,,هزینه عضویت سالیانه و تخفیف برای هر سفر,براساس ترکیب زمان و مسافت,حدود 45 هزار تومان,حدود 45 هزار تومان,از طریق اپلیکیشن گوشی همراه,حدود 10 دقیقه,کمتر از 200 متر,تاکسی,تصادف,,,,کم (از وسایل نقلیه عمومی مانند مترو و اتوبوس و یا تاکسی استفاده می کنم),
12/4/2018 8:35:19,Sh f,25-35,زن,2 نفر,متاهل,لیسانس,شاغل تمام وقت,بین 3 تا 6ملیون تومان,1,بله,1,هاچ بک,بله,بله,یکبار یا دوبار در هفته,به ندرت (ماهی یک یا دو بار),دوچرخه ندارم,سوار نمی شوم,بین 10 تا 20,خیر,اصلا آشنایی نداشتم,متوسط,خیلی زیاد,خیر,بله,,هزینه هر سفر بدون تخفیف,براساس ترکیب زمان و مسافت,زیر 15 هزار تومان,زیر 15 هزار تومان,از طریق اپلیکیشن گوشی همراه,حدود 10 دقیقه,کمتر از 200 متر,کنسل می‌کنم,تحویل گرفتن خودرو مشکل‌دار و مقصر دانستن شما,,خیر,,کم (از وسایل نقلیه عمومی مانند مترو و اتوبوس و یا تاکسی استفاده می کنم),
12/4/2018 12:08:48,Ln,25-35,زن,4 نفر,مجرد,دکتری,دانشجو,بین 6 تا 15 ملیون تومان,3,بله,3,دیگر,خیر,خیر,سوار نمی شوم یا به ندرت استفاده می کنم,سوار نمی شوم,دوچرخه ندارم,سوار نمی شوم,بین 10 تا 20,بله,تا حدودی آشنایی داشتم,کم,ندارد,خیر,خیر,,هزینه عضویت سالیانه و تخفیف برای هر سفر,بر اساس مسافت(کیلومتر طی شده),زیر 15 هزار تومان,زیر 15 هزار تومان,از طریق اپلیکیشن گوشی همراه,5 دقیقه و کمتر,کمتر از 200 متر,کنسل می‌کنم,دور بودن خودروهای در دسترس,,,,زیاد (در هر صورت با خودروی شخصی ام میروم و در نزدیکترین مکان پارک می کنم),
12/4/2018 12:15:23,مهرشاد,25-35,زن,3 نفر,متاهل,فوق لیسانس,خانه دار,بین 3 تا 6ملیون تومان,1,بله,1,,خیر,خیر,اکثر روزها,سوار نمی شوم,دوچرخه ندارم,سوار نمی شوم,بین 20 تا 30,بله,اصلا آشنایی نداشتم,خیلی زیاد,خیلی زیاد,خیر,بله,,هزینه عضویت سالیانه و تخفیف برای هر سفر,بر اساس مسافت(کیلومتر طی شده),زیر 15 هزار تومان,زیر 15 هزار تومان,از طریق اپلیکیشن گوشی همراه,حدود 10 دقیقه,کمتر از 200 متر,کنسل می‌کنم,"بالا بودن هزینه کرایه, تحویل گرفتن خودرو مشکل‌دار و مقصر دانستن شما, تصادف, دور بودن خودروهای در دسترس, مسائل بهداشتی",,,,متوسط( ترجیح می دهم با اتومبیل شخصی بروم),
12/4/2018 13:05:47,Amin,35-45,مرد,2 نفر,متاهل,دکتری,شاغل تمام وقت,بین 3 تا 6ملیون تومان,1,بله,1,سدان,بله,بله,یکبار یا دوبار در هفته,یکبار یا دوبار در هفته,یکبار یا دوبار در هفته,سوار نمی شوم,بیشتر از 50,بله,اصلا آشنایی نداشتم,متوسط,زیاد,خیر,بله,,هزینه عضویت سالیانه و تخفیف برای هر سفر,براساس ترکیب زمان و مسافت,حدود 30 هزار تومان,حدود 30 هزار تومان,از طریق اپلیکیشن گوشی همراه,حدود 10 دقیقه,حدود 1 کیلومتر,وسایل حمل و نقل همگانی ماندد اتوبوس و مترو,"بالا بودن هزینه کرایه, تحویل گرفتن خودرو مشکل‌دار و مقصر دانستن شما, مسائل بهداشتی",,بله,,کم (از وسایل نقلیه عمومی مانند مترو و اتوبوس و یا تاکسی استفاده می کنم),
12/4/2018 13:28:45,فروغ امیری,18-25,زن,5 نفر و بیشتر,مجرد,لیسانس,بیکار,بین 1.5 تا 3 ملیون تومان,4 و بیشتر,بله,4 وبیشتر,دیگر,بله,خیر,سوار نمی شوم یا به ندرت استفاده می کنم,سوار نمی شوم,دوچرخه ندارم,سوار نمی شوم,کمتر از 10,بله,تا حدودی آشنایی داشتم,کم,کم,خیر,بله,,هزینه هر سفر بدون تخفیف,بر اساس مسافت(کیلومتر طی شده),زیر 15 هزار تومان,حدود 30 هزار تومان,از طریق تلفن,5 دقیقه و کمتر,کمتر از 200 متر,تاکسی,"بالا بودن هزینه کرایه, تحویل گرفتن خودرو مشکل‌دار و مقصر دانستن شما, تصادف",,خیر,,متوسط( ترجیح می دهم با اتومبیل شخصی بروم),
12/4/2018 13:36:31,علی,25-35,مرد,3 نفر,مجرد,فوق لیسانس,شاغل تمام وقت,بین 1.5 تا 3 ملیون تومان,2,بله,2,شاسی بلند,بله,خیر,سه تا چهار بار در هفته,اکثر روزها,دوچرخه ندارم,سوار نمی شوم,بین 20 تا 30,بله,تا حدودی آشنایی داشتم,زیاد,متوسط,خیر,خیر,خراب می شود,هزینه هر سفر بدون تخفیف,بر اساس مسافت(کیلومتر طی شده),زیر 15 هزار تومان,زیر 15 هزار تومان,از طریق اپلیکیشن گوشی همراه,حدود 10 دقیقه,حدود 500 متر,تاکسی,"بالا بودن هزینه کرایه, تحویل گرفتن خودرو مشکل‌دار و مقصر دانستن شما, مسائل بهداشتی",,,,متوسط( ترجیح می دهم با اتومبیل شخصی بروم),
